class,clip_id,split,n_frames_orig,frame_idx_min,frame_idx_max,token_type,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,label_id
leg raises,leg raises|num_120,train,19,1.0,181.0,numeric,data/leg raises/leg raises_1200001.jpg,data/leg raises/leg raises_1200011.jpg,data/leg raises/leg raises_1200021.jpg,data/leg raises/leg raises_1200031.jpg,data/leg raises/leg raises_1200041.jpg,data/leg raises/leg raises_1200061.jpg,data/leg raises/leg raises_1200071.jpg,data/leg raises/leg raises_1200081.jpg,data/leg raises/leg raises_1200091.jpg,data/leg raises/leg raises_1200101.jpg,data/leg raises/leg raises_1200121.jpg,data/leg raises/leg raises_1200131.jpg,data/leg raises/leg raises_1200141.jpg,data/leg raises/leg raises_1200151.jpg,data/leg raises/leg raises_1200161.jpg,data/leg raises/leg raises_1200181.jpg,11
leg raises,leg raises|num_130,train,19,1.0,181.0,numeric,data/leg raises/leg raises_1300001.jpg,data/leg raises/leg raises_1300011.jpg,data/leg raises/leg raises_1300021.jpg,data/leg raises/leg raises_1300031.jpg,data/leg raises/leg raises_1300041.jpg,data/leg raises/leg raises_1300061.jpg,data/leg raises/leg raises_1300071.jpg,data/leg raises/leg raises_1300081.jpg,data/leg raises/leg raises_1300091.jpg,data/leg raises/leg raises_1300101.jpg,data/leg raises/leg raises_1300121.jpg,data/leg raises/leg raises_1300131.jpg,data/leg raises/leg raises_1300141.jpg,data/leg raises/leg raises_1300151.jpg,data/leg raises/leg raises_1300161.jpg,data/leg raises/leg raises_1300181.jpg,11
leg raises,leg raises|num_140,train,27,1.0,261.0,numeric,data/leg raises/leg raises_1400001.jpg,data/leg raises/leg raises_1400011.jpg,data/leg raises/leg raises_1400031.jpg,data/leg raises/leg raises_1400051.jpg,data/leg raises/leg raises_1400061.jpg,data/leg raises/leg raises_1400081.jpg,data/leg raises/leg raises_1400101.jpg,data/leg raises/leg raises_1400121.jpg,data/leg raises/leg raises_1400131.jpg,data/leg raises/leg raises_1400151.jpg,data/leg raises/leg raises_1400171.jpg,data/leg raises/leg raises_1400191.jpg,data/leg raises/leg raises_1400201.jpg,data/leg raises/leg raises_1400221.jpg,data/leg raises/leg raises_1400241.jpg,data/leg raises/leg raises_1400261.jpg,11
leg raises,leg raises|num_150,train,15,1.0,141.0,numeric,data/leg raises/leg raises_1500001.jpg,data/leg raises/leg raises_1500011.jpg,data/leg raises/leg raises_1500021.jpg,data/leg raises/leg raises_1500031.jpg,data/leg raises/leg raises_1500041.jpg,data/leg raises/leg raises_1500051.jpg,data/leg raises/leg raises_1500061.jpg,data/leg raises/leg raises_1500071.jpg,data/leg raises/leg raises_1500081.jpg,data/leg raises/leg raises_1500091.jpg,data/leg raises/leg raises_1500101.jpg,data/leg raises/leg raises_1500111.jpg,data/leg raises/leg raises_1500121.jpg,data/leg raises/leg raises_1500131.jpg,data/leg raises/leg raises_1500141.jpg,data/leg raises/leg raises_1500141.jpg,11
leg raises,leg raises|num_160,train,22,1.0,211.0,numeric,data/leg raises/leg raises_1600001.jpg,data/leg raises/leg raises_1600011.jpg,data/leg raises/leg raises_1600021.jpg,data/leg raises/leg raises_1600041.jpg,data/leg raises/leg raises_1600051.jpg,data/leg raises/leg raises_1600071.jpg,data/leg raises/leg raises_1600081.jpg,data/leg raises/leg raises_1600091.jpg,data/leg raises/leg raises_1600111.jpg,data/leg raises/leg raises_1600121.jpg,data/leg raises/leg raises_1600141.jpg,data/leg raises/leg raises_1600151.jpg,data/leg raises/leg raises_1600161.jpg,data/leg raises/leg raises_1600181.jpg,data/leg raises/leg raises_1600191.jpg,data/leg raises/leg raises_1600211.jpg,11
leg raises,leg raises|num_170,val,33,1.0,321.0,numeric,data/leg raises/leg raises_1700001.jpg,data/leg raises/leg raises_1700021.jpg,data/leg raises/leg raises_1700041.jpg,data/leg raises/leg raises_1700061.jpg,data/leg raises/leg raises_1700081.jpg,data/leg raises/leg raises_1700101.jpg,data/leg raises/leg raises_1700121.jpg,data/leg raises/leg raises_1700141.jpg,data/leg raises/leg raises_1700171.jpg,data/leg raises/leg raises_1700191.jpg,data/leg raises/leg raises_1700211.jpg,data/leg raises/leg raises_1700231.jpg,data/leg raises/leg raises_1700251.jpg,data/leg raises/leg raises_1700271.jpg,data/leg raises/leg raises_1700291.jpg,data/leg raises/leg raises_1700321.jpg,11
leg raises,leg raises|num_180,train,15,1.0,141.0,numeric,data/leg raises/leg raises_1800001.jpg,data/leg raises/leg raises_1800011.jpg,data/leg raises/leg raises_1800021.jpg,data/leg raises/leg raises_1800031.jpg,data/leg raises/leg raises_1800041.jpg,data/leg raises/leg raises_1800051.jpg,data/leg raises/leg raises_1800061.jpg,data/leg raises/leg raises_1800071.jpg,data/leg raises/leg raises_1800081.jpg,data/leg raises/leg raises_1800091.jpg,data/leg raises/leg raises_1800101.jpg,data/leg raises/leg raises_1800111.jpg,data/leg raises/leg raises_1800121.jpg,data/leg raises/leg raises_1800131.jpg,data/leg raises/leg raises_1800141.jpg,data/leg raises/leg raises_1800141.jpg,11
leg raises,leg raises|num_190,train,22,1.0,211.0,numeric,data/leg raises/leg raises_1900001.jpg,data/leg raises/leg raises_1900011.jpg,data/leg raises/leg raises_1900021.jpg,data/leg raises/leg raises_1900041.jpg,data/leg raises/leg raises_1900051.jpg,data/leg raises/leg raises_1900071.jpg,data/leg raises/leg raises_1900081.jpg,data/leg raises/leg raises_1900091.jpg,data/leg raises/leg raises_1900111.jpg,data/leg raises/leg raises_1900121.jpg,data/leg raises/leg raises_1900141.jpg,data/leg raises/leg raises_1900151.jpg,data/leg raises/leg raises_1900161.jpg,data/leg raises/leg raises_1900181.jpg,data/leg raises/leg raises_1900191.jpg,data/leg raises/leg raises_1900211.jpg,11
leg raises,leg raises|num_20,train,38,51.0,421.0,numeric,data/leg raises/leg raises_200051.jpg,data/leg raises/leg raises_200071.jpg,data/leg raises/leg raises_200091.jpg,data/leg raises/leg raises_200121.jpg,data/leg raises/leg raises_200141.jpg,data/leg raises/leg raises_200171.jpg,data/leg raises/leg raises_200191.jpg,data/leg raises/leg raises_200221.jpg,data/leg raises/leg raises_200241.jpg,data/leg raises/leg raises_200271.jpg,data/leg raises/leg raises_200291.jpg,data/leg raises/leg raises_200321.jpg,data/leg raises/leg raises_200341.jpg,data/leg raises/leg raises_200371.jpg,data/leg raises/leg raises_200391.jpg,data/leg raises/leg raises_200421.jpg,11
leg raises,leg raises|num_200,train,7,1.0,61.0,numeric,data/leg raises/leg raises_2000001.jpg,data/leg raises/leg raises_2000011.jpg,data/leg raises/leg raises_2000021.jpg,data/leg raises/leg raises_2000031.jpg,data/leg raises/leg raises_2000041.jpg,data/leg raises/leg raises_2000051.jpg,data/leg raises/leg raises_2000061.jpg,data/leg raises/leg raises_2000061.jpg,data/leg raises/leg raises_2000061.jpg,data/leg raises/leg raises_2000061.jpg,data/leg raises/leg raises_2000061.jpg,data/leg raises/leg raises_2000061.jpg,data/leg raises/leg raises_2000061.jpg,data/leg raises/leg raises_2000061.jpg,data/leg raises/leg raises_2000061.jpg,data/leg raises/leg raises_2000061.jpg,11
leg raises,leg raises|num_210,train,6,1.0,51.0,numeric,data/leg raises/leg raises_2100001.jpg,data/leg raises/leg raises_2100011.jpg,data/leg raises/leg raises_2100021.jpg,data/leg raises/leg raises_2100031.jpg,data/leg raises/leg raises_2100041.jpg,data/leg raises/leg raises_2100051.jpg,data/leg raises/leg raises_2100051.jpg,data/leg raises/leg raises_2100051.jpg,data/leg raises/leg raises_2100051.jpg,data/leg raises/leg raises_2100051.jpg,data/leg raises/leg raises_2100051.jpg,data/leg raises/leg raises_2100051.jpg,data/leg raises/leg raises_2100051.jpg,data/leg raises/leg raises_2100051.jpg,data/leg raises/leg raises_2100051.jpg,data/leg raises/leg raises_2100051.jpg,11
leg raises,leg raises|num_30,train,32,1.0,311.0,numeric,data/leg raises/leg raises_300001.jpg,data/leg raises/leg raises_300021.jpg,data/leg raises/leg raises_300041.jpg,data/leg raises/leg raises_300061.jpg,data/leg raises/leg raises_300081.jpg,data/leg raises/leg raises_300101.jpg,data/leg raises/leg raises_300121.jpg,data/leg raises/leg raises_300141.jpg,data/leg raises/leg raises_300161.jpg,data/leg raises/leg raises_300181.jpg,data/leg raises/leg raises_300201.jpg,data/leg raises/leg raises_300221.jpg,data/leg raises/leg raises_300241.jpg,data/leg raises/leg raises_300261.jpg,data/leg raises/leg raises_300281.jpg,data/leg raises/leg raises_300311.jpg,11
leg raises,leg raises|num_40,train,19,1.0,181.0,numeric,data/leg raises/leg raises_400001.jpg,data/leg raises/leg raises_400011.jpg,data/leg raises/leg raises_400021.jpg,data/leg raises/leg raises_400031.jpg,data/leg raises/leg raises_400041.jpg,data/leg raises/leg raises_400061.jpg,data/leg raises/leg raises_400071.jpg,data/leg raises/leg raises_400081.jpg,data/leg raises/leg raises_400091.jpg,data/leg raises/leg raises_400101.jpg,data/leg raises/leg raises_400121.jpg,data/leg raises/leg raises_400131.jpg,data/leg raises/leg raises_400141.jpg,data/leg raises/leg raises_400151.jpg,data/leg raises/leg raises_400161.jpg,data/leg raises/leg raises_400181.jpg,11
leg raises,leg raises|num_50,train,25,181.0,421.0,numeric,data/leg raises/leg raises_500181.jpg,data/leg raises/leg raises_500191.jpg,data/leg raises/leg raises_500211.jpg,data/leg raises/leg raises_500221.jpg,data/leg raises/leg raises_500241.jpg,data/leg raises/leg raises_500261.jpg,data/leg raises/leg raises_500271.jpg,data/leg raises/leg raises_500291.jpg,data/leg raises/leg raises_500301.jpg,data/leg raises/leg raises_500321.jpg,data/leg raises/leg raises_500341.jpg,data/leg raises/leg raises_500351.jpg,data/leg raises/leg raises_500371.jpg,data/leg raises/leg raises_500381.jpg,data/leg raises/leg raises_500401.jpg,data/leg raises/leg raises_500421.jpg,11
leg raises,leg raises|num_60,train,26,71.0,321.0,numeric,data/leg raises/leg raises_600071.jpg,data/leg raises/leg raises_600081.jpg,data/leg raises/leg raises_600101.jpg,data/leg raises/leg raises_600121.jpg,data/leg raises/leg raises_600131.jpg,data/leg raises/leg raises_600151.jpg,data/leg raises/leg raises_600171.jpg,data/leg raises/leg raises_600181.jpg,data/leg raises/leg raises_600201.jpg,data/leg raises/leg raises_600221.jpg,data/leg raises/leg raises_600231.jpg,data/leg raises/leg raises_600251.jpg,data/leg raises/leg raises_600271.jpg,data/leg raises/leg raises_600281.jpg,data/leg raises/leg raises_600301.jpg,data/leg raises/leg raises_600321.jpg,11
leg raises,leg raises|num_70,train,35,1.0,341.0,numeric,data/leg raises/leg raises_700001.jpg,data/leg raises/leg raises_700021.jpg,data/leg raises/leg raises_700041.jpg,data/leg raises/leg raises_700061.jpg,data/leg raises/leg raises_700091.jpg,data/leg raises/leg raises_700111.jpg,data/leg raises/leg raises_700131.jpg,data/leg raises/leg raises_700151.jpg,data/leg raises/leg raises_700181.jpg,data/leg raises/leg raises_700201.jpg,data/leg raises/leg raises_700221.jpg,data/leg raises/leg raises_700241.jpg,data/leg raises/leg raises_700271.jpg,data/leg raises/leg raises_700291.jpg,data/leg raises/leg raises_700311.jpg,data/leg raises/leg raises_700341.jpg,11
leg raises,leg raises|num_80,test,33,11.0,331.0,numeric,data/leg raises/leg raises_800011.jpg,data/leg raises/leg raises_800031.jpg,data/leg raises/leg raises_800051.jpg,data/leg raises/leg raises_800071.jpg,data/leg raises/leg raises_800091.jpg,data/leg raises/leg raises_800111.jpg,data/leg raises/leg raises_800131.jpg,data/leg raises/leg raises_800151.jpg,data/leg raises/leg raises_800181.jpg,data/leg raises/leg raises_800201.jpg,data/leg raises/leg raises_800221.jpg,data/leg raises/leg raises_800241.jpg,data/leg raises/leg raises_800261.jpg,data/leg raises/leg raises_800281.jpg,data/leg raises/leg raises_800301.jpg,data/leg raises/leg raises_800331.jpg,11
leg raises,leg raises|num_90,train,20,11.0,201.0,numeric,data/leg raises/leg raises_900011.jpg,data/leg raises/leg raises_900021.jpg,data/leg raises/leg raises_900031.jpg,data/leg raises/leg raises_900041.jpg,data/leg raises/leg raises_900061.jpg,data/leg raises/leg raises_900071.jpg,data/leg raises/leg raises_900081.jpg,data/leg raises/leg raises_900091.jpg,data/leg raises/leg raises_900111.jpg,data/leg raises/leg raises_900121.jpg,data/leg raises/leg raises_900131.jpg,data/leg raises/leg raises_900141.jpg,data/leg raises/leg raises_900161.jpg,data/leg raises/leg raises_900171.jpg,data/leg raises/leg raises_900181.jpg,data/leg raises/leg raises_900201.jpg,11
plank,plank|g1,train,1,,,alpha_num,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,data/plank/plank_g1.jpg,12
plank,plank|g10,train,1,,,alpha_num,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,data/plank/plank_g10.jpg,12
plank,plank|g11,train,1,,,alpha_num,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,data/plank/plank_g11.jpg,12
plank,plank|g12,train,1,,,alpha_num,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,data/plank/plank_g12.jpg,12
plank,plank|g13,train,1,,,alpha_num,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,data/plank/plank_g13.jpg,12
plank,plank|g14,train,1,,,alpha_num,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,data/plank/plank_g14.jpg,12
plank,plank|g15,train,1,,,alpha_num,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,data/plank/plank_g15.jpg,12
plank,plank|g16,train,1,,,alpha_num,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,data/plank/plank_g16.jpg,12
plank,plank|g17,train,1,,,alpha_num,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,data/plank/plank_g17.jpg,12
plank,plank|g18,train,1,,,alpha_num,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,data/plank/plank_g18.jpg,12
plank,plank|g19,test,1,,,alpha_num,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,data/plank/plank_g19.jpg,12
plank,plank|g2,val,1,,,alpha_num,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,data/plank/plank_g2.jpg,12
plank,plank|g20,train,1,,,alpha_num,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,data/plank/plank_g20.jpg,12
